PeakID (cmd=annotatePeaks.pl tal1_specific.bed mm10 -annStats tal1_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
tal1_peak_1652	chr7	39805682	39805722	+	78	NA	Intergenic	L1_Mur3|LINE|L1	287936	NM_001004139	70227	Mm.333800	NM_001004139	ENSMUSG00000068959	Zfp619	3000002G13Rik	zinc finger protein 619	protein-coding
tal1_peak_485	chr13	54911489	54911523	+	78	NA	Intergenic	PB1D10|SINE|Alu	-37905	NM_001311128	107448	Mm.23573	NM_153131	ENSMUSG00000025876	Unc5a	Unc5h1|mKIAA1976	unc-5 netrin receptor A	protein-coding
tal1_peak_952	chr19	3682054	3682097	+	78	NA	intron (NM_008513, intron 1 of 22)	PB1|SINE|Alu	4489	NM_008513	16973	Mm.274581	NM_008513	ENSMUSG00000024913	Lrp5	BMND1|HBM|LR3|LRP7|OPPG|mKIAA4142	low density lipoprotein receptor-related protein 5	protein-coding
tal1_peak_1387	chr5	9219840	9219877	+	78	NA	Intergenic	B1_Mus1|SINE|Alu	-46260	NM_001359885	231014	Mm.130063	NM_172706	ENSMUSG00000056004	9330182L06Rik	Eig121l	RIKEN cDNA 9330182L06 gene	protein-coding
tal1_peak_40	chr1	63076459	63076493	+	78	NA	intron (NM_001114609, intron 6 of 11)	B1F1|SINE|Alu	37791	NM_001114609	227195	Mm.74718	NM_001081436	ENSMUSG00000040865	Ino80d	7330405I11|A430093A21Rik|BC010584	INO80 complex subunit D	protein-coding
tal1_peak_1627	chr6	149097370	149097409	+	78	NA	intron (NM_177192, intron 1 of 20)	B1F1|SINE|Alu	4291	NM_177192	320560	Mm.426874	NM_177192	ENSMUSG00000030313	Dennd5b	9330160C06Rik|AI852444|D030011O10Rik|Gm17524	DENN/MADD domain containing 5B	protein-coding
tal1_peak_348	chr11	119973278	119973313	+	78	NA	intron (NM_001037754, intron 3 of 13)	B1_Mus1|SINE|Alu	30203	NM_001037755	108100	Mm.197534	NM_130862	ENSMUSG00000025372	Baiap2	IRSp53|R75030	brain-specific angiogenesis inhibitor 1-associated protein 2	protein-coding
tal1_peak_1257	chr3	144416051	144416085	+	78	NA	Intergenic	PB1|SINE|Alu	154148	NM_001355234	23908	Mm.12863	NM_011828	ENSMUSG00000040151	Hs2st1	2OST|AW214369|Hs2st|mKIAA0448	heparan sulfate 2-O-sulfotransferase 1	protein-coding
tal1_peak_703	chr15	87214968	87215003	+	77	NA	Intergenic	L1Md_F2|LINE|L1	-329314	NM_001252310	106014	Mm.244319	NM_134096	ENSMUSG00000054863	Tafa5	Fam19a5|Tafa-5|Tara-5	TAFA chemokine like family member 5	protein-coding
tal1_peak_101	chr1	167340287	167340363	+	77	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-9666	NM_019993	56752	Mm.292539	NM_019993	ENSMUSG00000026687	Aldh9a1	AA139417|Abaldh|ESTM40|TMABA-DH|Tmabadh	aldehyde dehydrogenase 9, subfamily A1	protein-coding
tal1_peak_1486	chr5	136119279	136119313	+	75	NA	intron (NM_011293, intron 1 of 3)	PB1D7|SINE|Alu	2605	NM_011293	20022	Mm.4896	NM_011293	ENSMUSG00000039771	Polr2j	14.5kDa|Polr2i|Rpb11a|Rpo2-4	polymerase (RNA) II (DNA directed) polypeptide J	protein-coding
tal1_peak_89	chr1	139564333	139564367	+	75	NA	Intergenic	L1_Mus3|LINE|L1	-4128	NM_015780	50702	Mm.220362	NM_015780	ENSMUSG00000057037	Cfhr1	AI194696|CFHRB|Cfhl1	complement factor H-related 1	protein-coding
tal1_peak_1278	chr4	21855058	21855091	+	75	NA	intron (NM_025669, intron 2 of 11)	B1_Mur2|SINE|Alu	-6626	NR_028384	67735	Mm.391650	NR_028384		4930528A17Rik	-	RIKEN cDNA 4930528A17 gene	ncRNA
tal1_peak_706	chr15	88627968	88628003	+	75	NA	Intergenic	PB1|SINE|Alu	27683	NM_027306	70073	Mm.45306	NM_027306	ENSMUSG00000054117	Zdhhc25	1700030J15Rik	zinc finger, DHHC domain containing 25	protein-coding
tal1_peak_873	chr17	75905746	75905779	+	75	NA	Intergenic	B1_Mus2|SINE|Alu	44739	NR_033456	100043885	Mm.127562	NR_033456	ENSMUSG00000117539	Gm4710	-	predicted gene 4710	ncRNA
tal1_peak_1147	chr2	158142143	158142279	+	75	NA	intron (NM_009373, intron 2 of 12)	intron (NM_009373, intron 2 of 12)	4181	NM_009373	21817	Mm.330731	NM_009373	ENSMUSG00000037820	Tgm2	G[a]h|TG2|TGase2|tTG|tTGas	transglutaminase 2, C polypeptide	protein-coding
tal1_peak_45	chr1	69326514	69326547	+	75	NA	Intergenic	L1M5|LINE|L1	-218471	NM_010154	13869	Mm.442420	NM_010154	ENSMUSG00000062209	Erbb4	Her4|c-erbB-4	erb-b2 receptor tyrosine kinase 4	protein-coding
tal1_peak_1842	chr8	107489490	107489528	+	75	NA	intron (NM_025830, intron 6 of 23)	ID_B1|SINE|B4	53139	NM_025830	66894	Mm.390058	NM_025830	ENSMUSG00000031930	Wwp2	1300010O06Rik|AA690238|AIP2|AW554328	WW domain containing E3 ubiquitin protein ligase 2	protein-coding
tal1_peak_747	chr16	32082547	32082582	+	72	NA	Intergenic	B1F|SINE|Alu	-3222	NM_177326	224105	Mm.234204	NM_177326	ENSMUSG00000022781	Pak2	5330420P17Rik|A130002K10Rik|AI836325|D16Ertd269e|PAK-2|mKIAA4182	p21 (RAC1) activated kinase 2	protein-coding
tal1_peak_1841	chr8	106944010	106944043	+	72	NA	intron (NM_001368316, intron 1 of 5)	PB1D11|SINE|Alu	8286	NM_001368316	20650	Mm.30228	NM_009229	ENSMUSG00000041308	Sntb2	SNT3|SNTL|Snt2	syntrophin, basic 2	protein-coding
tal1_peak_2092	chr9	96272544	96272577	+	72	NA	intron (NM_001184710, intron 1 of 9)	B1_Mus1|SINE|Alu	13312	NM_001184711	211586	Mm.17977	NM_178667	ENSMUSG00000032411	Tfdp2	1110029I05Rik|A330080J22Rik|DP-3|DP3	transcription factor Dp 2	protein-coding
tal1_peak_853	chr17	48223257	48223290	+	72	NA	Intergenic	L1Md_F2|LINE|L1	-9466	NM_021406	58217	Mm.248352	NM_021406	ENSMUSG00000042265	Trem1	-	triggering receptor expressed on myeloid cells 1	protein-coding
tal1_peak_646	chr14	118789992	118790026	+	72	NA	intron (NM_001160097, intron 1 of 3)	B1F|SINE|Alu	2138	NM_023878	58187	Mm.390755	NM_021386	ENSMUSG00000022132	Cldn10	6720456I16Rik|Cldn10a|Cldn10b|D14Ertd728e	claudin 10	protein-coding
tal1_peak_548	chr14	4948352	4948430	+	71	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	92868	NM_001242945	100041306	Mm.360540	NM_001242945	ENSMUSG00000094132	Gm3264	-	predicted gene 3264	protein-coding
tal1_peak_125	chr1	193243350	193243385	+	69	NA	intron (NM_008288, intron 1 of 6)	B1F1|SINE|Alu	-1007	NM_001044751	15483	Mm.28328	NM_008288	ENSMUSG00000016194	Hsd11b1	-	hydroxysteroid 11-beta dehydrogenase 1	protein-coding
tal1_peak_1650	chr7	29121873	29121906	+	69	NA	intron (NM_009109, intron 1 of 105)	ID_B1|SINE|B4	3262	NM_009109	20190	Mm.439745	NM_009109	ENSMUSG00000030592	Ryr1	AI528790|RYR-1|Ryr|skrr	ryanodine receptor 1, skeletal muscle	protein-coding
tal1_peak_1645	chr7	24323041	24323074	+	69	NA	Intergenic	B1F2|SINE|Alu	-6391	NM_001199321	22756	Mm.295762	NM_009568	ENSMUSG00000074282	Zfp94	-	zinc finger protein 94	protein-coding
tal1_peak_68	chr1	93774845	93774881	+	69	NA	intron (NM_174874, intron 4 of 12)	ID_B1|SINE|B4	19958	NM_174874	66615	Mm.29087	NM_174874	ENSMUSG00000026280	Atg4b	2510009N07Rik|AW048066|Apg4b|Atg4bl|Autl1	autophagy related 4B, cysteine peptidase	protein-coding
tal1_peak_1342	chr4	126117574	126117613	+	68	NA	5' UTR (NM_001145827, exon 2 of 13)	5' UTR (NM_001145827, exon 2 of 13)	13636	NM_001145827	74178	Mm.440269	NM_028800	ENSMUSG00000042608	Stk40	2310004N11Rik|AI428792	serine/threonine kinase 40	protein-coding
tal1_peak_1793	chr8	45505915	45505949	+	68	NA	Intergenic	PB1D11|SINE|Alu	-1856	NM_172752	234214	Mm.211096	NM_172752	ENSMUSG00000031626	Sorbs2	2010203O03Rik|9430041O17Rik|A530071H08|Argbp2|mKIAA0777|nArgBP2	sorbin and SH3 domain containing 2	protein-coding
tal1_peak_773	chr16	77304281	77304317	+	66	NA	Intergenic	L1_Mus3|LINE|L1	-25029	NR_015543	77994	Mm.394688	NR_015543	ENSMUSG00000090386	Mir99ahg	2810055G20Rik|D730043B02Rik	Mir99a and Mirlet7c-1 host gene (non-protein coding)	ncRNA
tal1_peak_229	chr11	10279557	10279593	+	66	NA	Intergenic	L1_Mus3|LINE|L1	-834441	NM_177033	319922	Mm.337851	NM_177033	ENSMUSG00000050830	Vwc2	A930041G11Rik|G11|PSST739|UNQ739|cradin	von Willebrand factor C domain containing 2	protein-coding
tal1_peak_1766	chr8	15520057	15520103	+	66	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462427	NM_008664	17930	Mm.272115	NM_008664	ENSMUSG00000031461	Myom2	AW146149	myomesin 2	protein-coding
tal1_peak_856	chr17	53496197	53496231	+	66	NA	intron (NM_025887, intron 2 of 5)	B1_Mus1|SINE|Alu	16980	NM_025887	271457	Mm.329123	NM_025887	ENSMUSG00000017831	Rab5a	2410015H04Rik|AI663973|AU021172|nnyRab5a	RAB5A, member RAS oncogene family	protein-coding
tal1_peak_120	chr1	191534664	191534704	+	65	NA	Intergenic	B1_Mus2|SINE|Alu	40860	NM_029766	76843	Mm.189102	NM_029766	ENSMUSG00000037474	Dtl	2810047L02Rik|5730564G15Rik|L2dtl|Ramp	denticleless E3 ubiquitin protein ligase	protein-coding
tal1_peak_2110	chr9	114372175	114372208	+	65	NA	intron (NR_040384, intron 2 of 2)	PB1D10|SINE|Alu	3329	NR_040384	75116	Mm.72675	NR_040383	ENSMUSG00000074039	4930520O04Rik	-	RIKEN cDNA 4930520O04 gene	ncRNA
tal1_peak_4	chr1	11133759	11133794	+	65	NA	intron (NM_029525, intron 14 of 39)	B1_Mus1|SINE|Alu	-130187	NM_001033636	109294	Mm.123247	NM_029525	ENSMUSG00000048960	Prex2	6230420N16Rik|AI316880|AI553603|C030045D06Rik|D430013K02|Depdc2|P-Rex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	protein-coding
tal1_peak_285	chr11	78381485	78381518	+	65	NA	intron (NM_008238, intron 1 of 8)	B1_Mur1|SINE|Alu	5107	NM_008238	15218	Mm.4496	NM_008238	ENSMUSG00000002057	Foxn1	D11Bhm185e|Fkh19|HFH-11|Hfh11|Whn|nu|nude	forkhead box N1	protein-coding
tal1_peak_1829	chr8	91839349	91839382	+	65	NA	Intergenic	PB1D7|SINE|Alu	-37711	NM_008393	16373	Mm.238044	NM_008393	ENSMUSG00000031734	Irx3	AI894186	Iroquois related homeobox 3	protein-coding
tal1_peak_1015	chr2	9677991	9678031	+	65	NA	Intergenic	L1Md_F2|LINE|L1	200589	NM_001355110	14462	Mm.313866	NM_008091	ENSMUSG00000015619	Gata3	Gata-3|jal	GATA binding protein 3	protein-coding
tal1_peak_2440	chrX	168214331	168214365	+	65	NA	intron (NM_001033330, intron 3 of 19)	B1F1|SINE|Alu	-89962	NM_001359072	333605	Mm.426168	NM_001033330	ENSMUSG00000049176	Frmpd4	Gm196|PKAP1|Pdzd10|Pdzk10|Preso1|preso	FERM and PDZ domain containing 4	protein-coding
tal1_peak_211	chr10	117177950	117177983	+	65	NA	Intergenic	PB1|SINE|Alu	-29492	NM_177798	327826	Mm.135965	NM_177798	ENSMUSG00000020170	Frs2	4732458E18|C330018A15Rik|Frs2alpha|SNT1	fibroblast growth factor receptor substrate 2	protein-coding
tal1_peak_354	chr12	4500425	4500458	+	65	NA	Intergenic	PB1D10|SINE|Alu	-23259	NM_010881	17977	Mm.301039	NM_010881	ENSMUSG00000020647	Ncoa1	KAT13A|NCoA-1|NRC-1|SRC-1|SRC-a|SRC1|bHLHe74|mNRC-1	nuclear receptor coactivator 1	protein-coding
tal1_peak_1178	chr3	3461281	3461314	+	65	NA	Intergenic	L1_Mus3|LINE|L1	-46733	NM_013920	30942	Mm.330897	NM_013920	ENSMUSG00000017688	Hnf4g	NR2A2	hepatocyte nuclear factor 4, gamma	protein-coding
tal1_peak_1809	chr8	69825918	69825952	+	65	NA	intron (NM_020028, intron 2 of 2)	B1_Mus1|SINE|Alu	3370	NM_020028	53978	Mm.23253	NM_020028	ENSMUSG00000031861	Lpar2	Edg4|IPA2|LPA2	lysophosphatidic acid receptor 2	protein-coding
tal1_peak_469	chr13	42243313	42243346	+	65	NA	Intergenic	B1F|SINE|Alu	-58147	NM_010104	13614	Mm.14543	NM_010104	ENSMUSG00000021367	Edn1	ET-1|PPET1|preproET	endothelin 1	protein-coding
tal1_peak_115	chr1	182033135	182033169	+	65	NA	Intergenic	PB1|SINE|Alu	-13172	NM_010135	13800	Mm.87759	NM_008680	ENSMUSG00000022995	Enah	Mena|NDPP-1|Ndpp1|WBP8	ENAH actin regulator	protein-coding
tal1_peak_1222	chr3	94957365	94957420	+	65	NA	intron (NM_001355705, intron 8 of 9)	PB1|SINE|Alu	2876	NM_001355706	53970	Mm.24308	NM_017395	ENSMUSG00000005774	Rfx5	-	regulatory factor X, 5 (influences HLA class II expression)	protein-coding
tal1_peak_1414	chr5	40026407	40026442	+	65	NA	Intergenic	L1Md_F2|LINE|L1	-381793	NM_010474	15476	Mm.12559	NM_010474	ENSMUSG00000051022	Hs3st1	3-Ost|D5Wsu110e|Hsg3ost	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	protein-coding
tal1_peak_1041	chr2	32283338	32283371	+	65	NA	intron (NM_175190, intron 2 of 4)	intron (NM_175190, intron 2 of 4)	4715	NM_175190	72931	Mm.27344	NM_175190	ENSMUSG00000044627	Swi5	1500019F05Rik|2900010J23Rik|AI046671	SWI5 recombination repair homolog (yeast)	protein-coding
tal1_peak_1205	chr3	62572117	62572150	+	62	NA	intron (NM_001356525, intron 3 of 4)	B1F|SINE|Alu	33007	NM_177346	229357	Mm.95181	NM_177346	ENSMUSG00000043441	Gpr149	9630018L10Rik|Ieda|PGR10|R35	G protein-coupled receptor 149	protein-coding
tal1_peak_2444	chrY	1090947	1090980	+	62	NA	Intergenic	B1_Mm|SINE|Alu	-32095	NR_027507	22109	Mm.10106	NR_027507	ENSMUSG00000091749	Tspy-ps	-	testis specific protein-Y encoded, pseudogene	pseudo
tal1_peak_539	chr13	113450017	113450050	+	62	NA	intron (NR_045501, intron 6 of 6)	L1M2|LINE|L1	52811	NR_045501	70917	Mm.491036	NR_045501	ENSMUSG00000114790	4921509O07Rik	-	RIKEN cDNA 4921509O07 gene	ncRNA
tal1_peak_331	chr11	107048071	107048104	+	62	NA	intron (NM_176850, intron 23 of 27)	B1F2|SINE|Alu	19864	NM_001163473	69066	Mm.40679	NM_001163473	ENSMUSG00000078607	1810010H24Rik	-	RIKEN cDNA 1810010H24 gene	protein-coding
tal1_peak_874	chr17	76980815	76980848	+	62	NA	Intergenic	B1_Mus2|SINE|Alu	1119808	NR_033456	100043885	Mm.127562	NR_033456	ENSMUSG00000117539	Gm4710	-	predicted gene 4710	ncRNA
tal1_peak_2042	chr9	25587081	25587114	+	62	NA	intron (NM_026189, intron 5 of 7)	PB1|SINE|Alu	105500	NM_026189	67484	Mm.112977	NM_026189	ENSMUSG00000036611	Eepd1	2310005P05Rik|AI481005	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding
tal1_peak_1542	chr6	35262208	35262241	+	62	NA	TTS (NR_015608)	TTS (NR_015608)	9492	NR_027875	67705	Mm.228046	NR_015608	ENSMUSG00000073155	1810058I24Rik	AI414869|AI848234	RIKEN cDNA 1810058I24 gene	ncRNA
tal1_peak_2366	chrX	52962075	52962202	+	62	NA	Intergenic	Intergenic	-25940	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_2419	chrX	142374850	142374883	+	62	NA	intron (NM_001033600, intron 1 of 15)	B1_Mus2|SINE|Alu	15669	NM_001033600	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
tal1_peak_1291	chr4	43782891	43782924	+	62	NA	promoter-TSS (NR_033638)	promoter-TSS (NR_033638)	-580	NR_033638	29848	Mm.424497	NR_033638	ENSMUSG00000111338	Olfr29-ps1	MOR262-11|MTPCR52|Olfr158|Olfr29|Olfr37d|mOR37d	olfactory receptor 29, pseudogene 1	pseudo
tal1_peak_98	chr1	158302540	158302573	+	62	NA	intron (NM_207583, intron 1 of 7)	B1_Mur1|SINE|Alu	53704	NM_207583	240843	Mm.329579	NM_207583	ENSMUSG00000004031	Brinp2	6430517E21Rik|BB361039|Fam5b|mKIAA1747	bone morphogenic protein/retinoic acid inducible neural-specific 2	protein-coding
tal1_peak_1269	chr3	156234455	156234488	+	62	NA	Intergenic	PB1D9|SINE|Alu	258117	NR_040553	329780	Mm.119000	NR_040553	ENSMUSG00000104553	9330178D15Rik	9330178D15	RIKEN cDNA 9330178D15 gene	ncRNA
tal1_peak_699	chr15	83894734	83894767	+	62	NA	intron (NM_029946, intron 25 of 31)	PB1D10|SINE|Alu	24623	NM_001161629	77627	Mm.196288	NM_029946	ENSMUSG00000022441	Efcab6	4931407K02Rik|4932408N08Rik|bM150J22.2|mKIAA1672	EF-hand calcium binding domain 6	protein-coding
tal1_peak_1408	chr5	33022816	33022849	+	62	NA	intron (NM_011738, intron 1 of 1)	B1_Mus1|SINE|Alu	4016	NM_011738	22629	Mm.332314	NM_011738	ENSMUSG00000018965	Ywhah	-	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	protein-coding
tal1_peak_119	chr1	191121087	191121120	+	62	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	22689	NM_030060	381319	Mm.6922	NM_030060	ENSMUSG00000026630	Batf3	9130211I03Rik|Snft	basic leucine zipper transcription factor, ATF-like 3	protein-coding
tal1_peak_1351	chr4	133286138	133286197	+	62	NA	Intergenic	Intergenic	-8377	NM_025667	52174	Mm.244748	NM_025667	ENSMUSG00000028857	Tmem222	5730406H10Rik|AA409341|D4Ertd196e	transmembrane protein 222	protein-coding
tal1_peak_1214	chr3	79365629	79365662	+	62	NA	intron (NM_001142953, intron 1 of 4)	PB1|SINE|Alu	20274	NM_001142953	100233207	Mm.373801	NM_001142953	ENSMUSG00000091685	Gm17359	-	predicted gene, 17359	protein-coding
tal1_peak_865	chr17	63377243	63377276	+	62	NA	intron (NM_015794, intron 5 of 8)	Lx9|LINE|L1	-64286	NR_130176	414079	Mm.444282	NR_130176	ENSMUSG00000090565	4930405O22Rik	-	RIKEN cDNA 4930405O22 gene	ncRNA
tal1_peak_1194	chr3	38020584	38020618	+	62	NA	Intergenic	L1Md_T|LINE|L1	121788	NR_040559	626410	Mm.389417	NR_040559	ENSMUSG00000106461	Gm20755	-	predicted gene, 20755	ncRNA
tal1_peak_1458	chr5	115022792	115022825	+	62	NA	intron (NM_029012, intron 1 of 10)	B1F1|SINE|Alu	11284	NM_029012	74585	Mm.355894	NM_029012	ENSMUSG00000029550	Sppl3	4833416I09Rik|Psl4|Usmg3	signal peptide peptidase 3	protein-coding
tal1_peak_1632	chr7	6777789	6777822	+	62	NA	intron (NM_001360502, intron 2 of 7)	Lx8|LINE|L1	-25782	NR_037213	100499513		NR_037213	ENSMUSG00000092815	Mir3099	mir-3099|mmu-mir-3099	microRNA 3099	ncRNA
tal1_peak_1737	chr7	142365510	142365543	+	62	NA	intron (NM_001347541, intron 2 of 2)	B1_Mus2|SINE|Alu	6733	NM_177265	320802	Mm.154486	NM_177265	ENSMUSG00000045777	Ifitm10	6330512M04Rik|AI848576|DSPA3	interferon induced transmembrane protein 10	protein-coding
tal1_peak_1495	chr5	140766866	140766899	+	62	NA	intron (NM_010302, intron 2 of 3)	B1_Mus1|SINE|Alu	42755	NM_173405	231842	Mm.491298	NM_173405	ENSMUSG00000050022	Amz1	5330426I05|6530401C20Rik	archaelysin family metallopeptidase 1	protein-coding
tal1_peak_355	chr12	12928060	12928093	+	62	NA	Intergenic	B1F|SINE|Alu	13760	NM_008709	18109	Mm.16469	NM_008709	ENSMUSG00000037169	Mycn	N-myc|Nmyc|Nmyc-1|Nmyc1|bHLHe37|c-nmyc	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	protein-coding
tal1_peak_2374	chrX	52999600	52999652	+	62	NA	intron (NM_013556, intron 2 of 8)	intron (NM_013556, intron 2 of 8)	11548	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_373	chr12	31908816	31908849	+	62	NA	intron (NM_001163126, intron 19 of 22)	B1_Mus1|SINE|Alu	41413	NM_001361928	73389	Mm.390461	NM_153198	ENSMUSG00000002996	Hbp1	1700058O05Rik|BE629963|C330012F01Rik|C86454	high mobility group box transcription factor 1	protein-coding
tal1_peak_1436	chr5	93001844	93001877	+	62	NA	Intergenic	PB1|SINE|Alu	43162	NM_175270	78088	Mm.245085	NM_175270	ENSMUSG00000045314	Sowahb	5730467H21Rik|Ankrd56	sosondowah ankyrin repeat domain family member B	protein-coding
tal1_peak_533	chr13	108637160	108637193	+	62	NA	Intergenic	PB1|SINE|Alu	-17001	NM_011056	238871	Mm.434429	NM_011056	ENSMUSG00000021699	Pde4d	9630011N22Rik|Dpde3	phosphodiesterase 4D, cAMP specific	protein-coding
tal1_peak_11	chr1	21675455	21675488	+	62	NA	intron (NM_001160139, intron 1 of 14)	B1F1|SINE|Alu	286471	NM_001160139	226922	Mm.336519	NM_023872	ENSMUSG00000028033	Kcnq5	7730402H11|9230107O05Rik|AA589396|D1Mgi1	potassium voltage-gated channel, subfamily Q, member 5	protein-coding
tal1_peak_1151	chr2	163986189	163986222	+	62	NA	Intergenic	B1_Mus2|SINE|Alu	-8992	NM_018753	54401	Mm.34319	NM_018753	ENSMUSG00000018326	Ywhab	1300003C17Rik|14-3-3b	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	protein-coding
tal1_peak_236	chr11	26463080	26463154	+	62	NA	intron (NM_001277273, intron 8 of 13)	L1Md_T|LINE|L1	76033	NM_025923	67030	Mm.18875	NM_025923	ENSMUSG00000004018	Fancl	2010322C19Rik|AW554273|B230118H11Rik|Phf9|Pog|gcd	Fanconi anemia, complementation group L	protein-coding
tal1_peak_1074	chr2	81892736	81892783	+	62	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	-160899	NM_175513	241514	Mm.119383	NM_175513	ENSMUSG00000070866	Zfp804a	C630007C17Rik|Znf804a	zinc finger protein 804A	protein-coding
tal1_peak_1450	chr5	108599519	108599552	+	62	NA	intron (NM_001359924, intron 9 of 25)	(GAATG)n|Simple_repeat|Simple_repeat	30242	NM_001359922	231580	Mm.276647	NM_153569	ENSMUSG00000062234	Gak	D130045N16Rik	cyclin G associated kinase	protein-coding
tal1_peak_1683	chr7	81124826	81124859	+	62	NA	intron (NM_001004184, intron 5 of 17)	intron (NM_001004184, intron 5 of 17)	10043	NM_001004184	434203	Mm.389909	NM_001004184	ENSMUSG00000025726	Slc28a1	Cnt1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	protein-coding
tal1_peak_291	chr11	81912028	81912061	+	62	NA	intron (NM_001034013, intron 1 of 9)	PB1D7|SINE|Alu	51367	NR_038010	71388	Mm.158687	NR_038010	ENSMUSG00000020703	5530401A14Rik	-	RIKEN cDNA 5530401A14 gene	ncRNA
tal1_peak_1816	chr8	83063147	83063180	+	62	NA	intron (NM_177378, intron 6 of 6)	B1F|SINE|Alu	-102189	NM_027758	71310	Mm.24031	NM_027758	ENSMUSG00000031709	Tbc1d9	4933431N12Rik|AI847101|AW490653|C76116	TBC1 domain family, member 9	protein-coding
tal1_peak_305	chr11	95175388	95175421	+	62	NA	Intergenic	PB1D10|SINE|Alu	-29603	NM_007867	13394	Mm.439766	NM_007867	ENSMUSG00000020871	Dlx4	Dlx-4|Dlx7	distal-less homeobox 4	protein-coding
tal1_peak_10	chr1	18394951	18394984	+	62	NA	Intergenic	L1Md_F2|LINE|L1	-129829	NM_001040027	77673	Mm.99530	NM_183124	ENSMUSG00000067773	Defb41	9230102D03Rik|BD-17|Bd-41|Defb16|Defb17|Gm15386	defensin beta 41	protein-coding
tal1_peak_2436	chrX	161321042	161321075	+	62	NA	Intergenic	PB1D11|SINE|Alu	158308	NM_001290652	107815	Mm.159173	NM_133194	ENSMUSG00000000037	Scml2	4932420G07Rik	Scm polycomb group protein like 2	protein-coding
tal1_peak_394	chr12	69597962	69597995	+	62	NA	intron (NM_001135559, intron 17 of 22)	PB1|SINE|Alu	-14950	NM_001033236	207965	Mm.102487	NM_001033236	ENSMUSG00000049882	Vcpkmt	Gm71|Mettl21d|Mettl221d|VCP-KMT	valosin containing protein lysine (K) methyltransferase	protein-coding
tal1_peak_2075	chr9	68519335	68519368	+	62	NA	intron (NR_040737, intron 1 of 3)	PB1D7|SINE|Alu	849	NR_040737	74951	Mm.60678	NR_040737	ENSMUSG00000111303	4930502A04Rik	-	RIKEN cDNA 4930502A04 gene	ncRNA
tal1_peak_389	chr12	67746775	67746808	+	62	NA	Intergenic	Lx3C|LINE|L1	-524242	NM_001193266	320772	Mm.227680	NM_207010	ENSMUSG00000034912	Mdga2	6720489L24Rik|9330209L04Rik|Adp|Mamdc1|Tg(Prnp-PFN1*G118V)838Kiaei	MAM domain containing glycosylphosphatidylinositol anchor 2	protein-coding
tal1_peak_1373	chr4	150068141	150068174	+	62	NA	promoter-TSS (NR_029751)	promoter-TSS (NR_029751)	-297	NR_029751	723848		NR_029751	ENSMUSG00000065493	Mir34a	Mirn34a|mir-34a|mmu-mir-34a	microRNA 34a	ncRNA
tal1_peak_1145	chr2	156412418	156412451	+	62	NA	Intergenic	B1_Mus2|SINE|Alu	-8475	NM_001291120	13821	Mm.20852	NM_013510	ENSMUSG00000027624	Epb41l1	4.1N|Epb4.1l1|NBL1|mKIAA0338	erythrocyte membrane protein band 4.1 like 1	protein-coding
tal1_peak_910	chr18	31539804	31539837	+	62	NA	Intergenic	L1_Rod|LINE|L1	70110	NM_026165	67453	Mm.23896	NM_026165	ENSMUSG00000024259	Slc25a46	1200007B05Rik|AI325987	solute carrier family 25, member 46	protein-coding
tal1_peak_2417	chrX	129144179	129144212	+	62	NA	Intergenic	Lx3A|LINE|L1	92671	NR_045441	75274	Mm.108718	NR_045441	ENSMUSG00000086244	4930558G05Rik	-	RIKEN cDNA 4930558G05 gene	ncRNA
tal1_peak_486	chr13	55495025	55495058	+	62	NA	Intergenic	B1F|SINE|Alu	-6965	NM_019813	56320	Mm.19016	NM_019813	ENSMUSG00000034675	Dbn1	-	drebrin 1	protein-coding
