PeakID (cmd=annotatePeaks.pl lmo2_specific.bed mm10 -annStats lmo2_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_1832	chr9	78619480	78619634	+	61	NA	intron (NM_153098, intron 2 of 32)	intron (NM_153098, intron 2 of 32)	4011	NM_153098	235505	Mm.32955	NM_153098	ENSMUSG00000046186	Cd109	9930012E15Rik|AI480638|GARP	CD109 antigen	protein-coding
lmo2_peak_988	chr2	92007065	92007248	+	61	NA	intron (NM_011957, intron 1 of 11)	intron (NM_011957, intron 1 of 11)	17014	NM_011957	26427	Mm.10353	NM_011957	ENSMUSG00000027230	Creb3l1	Oasis	cAMP responsive element binding protein 3-like 1	protein-coding
lmo2_peak_1245	chr4	134506098	134506241	+	61	NA	intron (NM_001285847, intron 2 of 2)	intron (NM_001285847, intron 2 of 2)	-4830	NM_001081099	69885	Mm.141592	NM_001081099	ENSMUSG00000078521	Aunip	2610002D18Rik|Clhc1	aurora kinase A and ninein interacting protein	protein-coding
lmo2_peak_1253	chr4	137931284	137931541	+	61	NA	intron (NM_001369177, intron 4 of 18)	intron (NM_001369177, intron 4 of 18)	10619	NM_001369178	230857	Mm.401062	NM_199307	ENSMUSG00000057530	Ece1	AW322500|ECE-1|ECE-1a|ECE-1b|ECE-1d	endothelin converting enzyme 1	protein-coding
lmo2_peak_1701	chr8	116091939	116092201	+	61	NA	Intergenic	Intergenic	-385176	NM_001025577	17132	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding
lmo2_peak_701	chr16	91086685	91086917	+	61	NA	Intergenic	Lx8|LINE|L1	-17649	NM_028905	74387	Mm.236220	NM_028905	ENSMUSG00000039851	4932438H23Rik	4931406G06Rik|AI550392	RIKEN cDNA 4932438H23 gene	protein-coding
lmo2_peak_904	chr19	59182878	59183072	+	61	NA	Intergenic	Intergenic	-12578	NM_009501	22326	Mm.23801	NM_009501	ENSMUSG00000006270	Vax1	-	ventral anterior homeobox 1	protein-coding
lmo2_peak_1503	chr7	46546548	46546734	+	61	NA	intron (NM_013789, intron 9 of 10)	MTE2a|LTR|ERVL-MaLR	93166	NM_013789	27414	Mm.76659	NM_013789	ENSMUSG00000030839	Sergef	DelGEF|Gef|Gnef|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding
lmo2_peak_1226	chr4	122122841	122123062	+	61	NA	Intergenic	Intergenic	-500826	NM_001099309	666927	Mm.465133	NM_001099309	ENSMUSG00000078575	Gm12887	-	predicted gene 12887	protein-coding
lmo2_peak_1784	chr9	50416863	50417010	+	61	NA	Intergenic	Intergenic	-77589	NM_029639	76509	Mm.29959	NM_029639	ENSMUSG00000032068	Plet1	0610037B23Rik|1600029D21Rik|AA407923|AU043048	placenta expressed transcript 1	protein-coding
lmo2_peak_1423	chr6	52332668	52332811	+	61	NA	Intergenic	Intergenic	-17907	NR_038163	70593	Mm.158412	NR_038163	ENSMUSG00000086126	Evx1os	5730457N03Rik|Evx1as	even skipped homeotic gene 1, opposite strand	ncRNA
lmo2_peak_1658	chr8	77284549	77284727	+	61	NA	intron (NM_001363418, intron 19 of 21)	ORR1E|LTR|ERVL-MaLR	167451	NM_001363420	78514	Mm.165974	NM_030113	ENSMUSG00000037148	Arhgap10	A930033B01Rik|PS-GAP|PSGAP|PSGAP-m|PSGAP-s	Rho GTPase activating protein 10	protein-coding
lmo2_peak_1006	chr2	106461599	106461778	+	61	NA	Intergenic	Intergenic	61415	NR_040637	329483	Mm.246777	NR_040637	ENSMUSG00000087226	Gm14015	9330126M15	predicted gene 14015	ncRNA
lmo2_peak_1756	chr9	8114682	8114825	+	61	NA	intron (NM_001045524, intron 3 of 10)	RLTR1A2_MM|LTR|ERV1	8911	NM_001368148	234915	Mm.101341	NM_001045524	ENSMUSG00000040729	Cep126	mKIAA1377	centrosomal protein 126	protein-coding
lmo2_peak_1014	chr2	121587615	121587784	+	61	NA	intron (NM_001360084, intron 2 of 13)	intron (NM_001360084, intron 2 of 13)	79206	NM_001369185	241627	Mm.293284	NM_030234	ENSMUSG00000027242	Wdr76	5830411K18Rik|6030457D09|AA517836	WD repeat domain 76	protein-coding
lmo2_peak_788	chr17	83110687	83110881	+	61	NA	Intergenic	Intergenic	-32559	NR_045094	100503434	Mm.187281	NR_045094	ENSMUSG00000117399	Gm19689	-	predicted gene, 19689	ncRNA
lmo2_peak_461	chr13	67931414	67931568	+	61	NA	Intergenic	Intergenic	68165	NM_001001185	408058	Mm.177840	NM_001001185	ENSMUSG00000064063	BC048507	-	cDNA sequence BC048507	protein-coding
lmo2_peak_235	chr11	49949994	49950137	+	61	NA	intron (NM_001347462, intron 1 of 13)	intron (NM_001347462, intron 1 of 13)	47904	NM_001347462	74563	Mm.258798	NM_029004	ENSMUSG00000020374	Rasgef1c	9130006A14Rik	RasGEF domain family, member 1C	protein-coding
lmo2_peak_181	chr10	108173226	108173377	+	61	NA	intron (NM_027892, intron 1 of 25)	B4A|SINE|B4	11203	NM_001368736	17931	Mm.422959	NM_027892	ENSMUSG00000019907	Ppp1r12a	1200015F06Rik|5730577I22Rik|AA792106|AV099298|D10Ertd625e|Mypt1	protein phosphatase 1, regulatory subunit 12A	protein-coding
lmo2_peak_1065	chr2	173038260	173038462	+	61	NA	Intergenic	Intergenic	16459	NM_019547	56190	Mm.485782	NM_019547	ENSMUSG00000027510	Rbm38	Rnpc1|Seb4|Seb4l	RNA binding motif protein 38	protein-coding
lmo2_peak_901	chr19	55164313	55164571	+	61	NA	Intergenic	Intergenic	-16284	NM_009348	21684	Mm.42139	NM_009348	ENSMUSG00000024979	Tectb	Tctnb	tectorin beta	protein-coding
lmo2_peak_454	chr13	59292959	59293233	+	61	NA	Intergenic	Intergenic	251355	NM_001284221	67269	Mm.153008	NM_023328	ENSMUSG00000021557	Agtpbp1	1700020N17Rik|2310001G17Rik|2900054O13Rik|4930445M19Rik|5730402G09Rik|CCP1|Nna1|nmf243|pcd	ATP/GTP binding protein 1	protein-coding
lmo2_peak_157	chr10	77939759	77939906	+	61	NA	intron (NM_138301, intron 11 of 33)	RMER15|LTR|ERVL	30040	NM_138301	28240	Mm.276762	NM_138301	ENSMUSG00000009292	Trpm2	9830168K16Rik|C79133|LTRPC2|TRPC7|Trp7|Trrp7	transient receptor potential cation channel, subfamily M, member 2	protein-coding
lmo2_peak_1017	chr2	125515724	125515955	+	61	NA	Intergenic	Intergenic	-9401	NM_007993	14118	Mm.271644	NM_007993	ENSMUSG00000027204	Fbn1	AI536462|B430209H23|Fib-1|Tsk	fibrillin 1	protein-coding
lmo2_peak_1156	chr4	11404127	11404348	+	61	NA	Intergenic	Intergenic	-17454	NM_001290383	207920	Mm.387719	NM_194055	ENSMUSG00000040728	Esrp1	2210008M09Rik|A630065D16|BC031468|Rbm35a	epithelial splicing regulatory protein 1	protein-coding
lmo2_peak_21	chr1	69513650	69513823	+	61	NA	Intergenic	Intergenic	172224	NM_011770	22779	Mm.106343	NM_011770	ENSMUSG00000025997	Ikzf2	A730095J18Rik|Helios|Zfpn1a2|Znfn1a2	IKAROS family zinc finger 2	protein-coding
lmo2_peak_693	chr16	59760977	59761148	+	61	NA	intron (NM_007938, intron 14 of 17)	intron (NM_007938, intron 14 of 17)	-121653	NM_001347244	56297	Mm.392505	NM_019665	ENSMUSG00000022722	Arl6	1110018H24Rik|2210411E14Rik|BBS3	ADP-ribosylation factor-like 6	protein-coding
lmo2_peak_1462	chr6	116006803	116007014	+	61	NA	Intergenic	Intergenic	-11903	NM_026376	67784	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding
lmo2_peak_1026	chr2	132695773	132696008	+	61	NA	intron (NM_001358261, intron 2 of 2)	intron (NM_001358261, intron 2 of 2)	5292	NM_028637	73747	Mm.284114	NM_028637	ENSMUSG00000044991	Shld1	1110034G24Rik	shieldin complex subunit 1	protein-coding
lmo2_peak_170	chr10	87037165	87037324	+	61	NA	Intergenic	Intergenic	-20802	NM_029685	76640	Mm.78423	NM_029685	ENSMUSG00000047129	1700113H08Rik	-	RIKEN cDNA 1700113H08 gene	protein-coding
lmo2_peak_887	chr19	44899555	44899737	+	61	NA	Intergenic	Intergenic	-31473	NM_001081225	226151	Mm.212609	NM_172638	ENSMUSG00000036097	Slf2	3632432H19|Fam178a	SMC5-SMC6 complex localization factor 2	protein-coding
lmo2_peak_1063	chr2	172412575	172412791	+	61	NA	intron (NM_001276422, intron 1 of 5)	intron (NM_001276422, intron 1 of 5)	18889	NM_001276422	320664	Mm.210195	NM_001033538	ENSMUSG00000074570	Cass4	F730031O20Rik	Cas scaffolding protein family member 4	protein-coding
lmo2_peak_1011	chr2	118066498	118066824	+	61	NA	intron (NR_126479, intron 4 of 9)	intron (NR_126479, intron 4 of 9)	44541	NR_126479	329496	Mm.235844	NR_126479	ENSMUSG00000087203	Gm13986	C230060E24	predicted gene 13986	ncRNA
lmo2_peak_1088	chr3	59058946	59059200	+	61	NA	intron (NM_177855, intron 4 of 43)	intron (NM_177855, intron 4 of 43)	42748	NM_173398	229323	Mm.123648	NM_173398	ENSMUSG00000050075	Gpr171	A630006E05|F730001G15Rik|H963	G protein-coupled receptor 171	protein-coding
lmo2_peak_1877	chrX	48424228	48424491	+	61	NA	intron (NM_019680, intron 1 of 8)	intron (NM_019680, intron 1 of 8)	38773	NM_019680	56501	Mm.36808	NM_019680	ENSMUSG00000031103	Elf4	AV314029|BC042423|Gm9907|Mef	E74-like factor 4 (ets domain transcription factor)	protein-coding
lmo2_peak_770	chr17	49439366	49439512	+	61	NA	exon (NM_028464, exon 4 of 11)	exon (NM_028464, exon 4 of 11)	11075	NM_020042	56738	Mm.22256	NM_020042	ENSMUSG00000064120	Mocs1	3110045D15Rik|AI043170|AW536397	molybdenum cofactor synthesis 1	protein-coding
lmo2_peak_1242	chr4	133282069	133282212	+	61	NA	Intergenic	Intergenic	-4350	NR_110978	52174	Mm.244748	NM_025667	ENSMUSG00000028857	Tmem222	5730406H10Rik|AA409341|D4Ertd196e	transmembrane protein 222	protein-coding
lmo2_peak_210	chr11	10625447	10625606	+	61	NA	Intergenic	ERVB4_1B-I_MM-int|LTR|ERVK	-488490	NM_177033	319922	Mm.337851	NM_177033	ENSMUSG00000050830	Vwc2	A930041G11Rik|G11|PSST739|UNQ739|cradin	von Willebrand factor C domain containing 2	protein-coding
lmo2_peak_1790	chr9	58213920	58214115	+	61	NA	Intergenic	Intergenic	-7133	NR_105806	102466639		NR_105806	ENSMUSG00000098886	Mir6385	Gm28021|mmu-mir-6385	microRNA 6385	ncRNA
lmo2_peak_44	chr1	90504675	90504834	+	61	NA	Intergenic	Intergenic	-98671	NM_133805	108679	Mm.119177	NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|AA408242|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding
lmo2_peak_1317	chr5	66559735	66560097	+	61	NA	intron (NM_001201413, intron 1 of 16)	intron (NM_001201413, intron 1 of 16)	58901	NM_001201415	11787	Mm.5159	NM_009686	ENSMUSG00000029207	Apbb2	2310007D03Rik|FE65L1|Rirl1|TR2L|Zfra	amyloid beta (A4) precursor protein-binding, family B, member 2	protein-coding
lmo2_peak_844	chr18	78501988	78502223	+	61	NA	intron (NM_030683, intron 2 of 11)	intron (NM_030683, intron 2 of 11)	94845	NM_207651	27411	Mm.44158	NM_030683	ENSMUSG00000024552	Slc14a2	UT-A1|UT-A3	solute carrier family 14 (urea transporter), member 2	protein-coding
lmo2_peak_320	chr11	116075633	116075776	+	61	NA	intron (NM_001009573, intron 7 of 32)	intron (NM_001009573, intron 7 of 32)	2257	NM_001009573	70450	Mm.259460	NM_001009573	ENSMUSG00000057948	Unc13d	2610108D09Rik|Jinx|Munc13-4|mFLJ00067	unc-13 homolog D	protein-coding
lmo2_peak_242	chr11	51822882	51823132	+	61	NA	intron (NM_001357588, intron 10 of 12)	intron (NM_001357588, intron 10 of 12)	34661	NM_199299	76901	Mm.259996	NM_199299	ENSMUSG00000020387	Jade2	1200017K05Rik|AI480685|Phf15|mKIAA0239	jade family PHD finger 2	protein-coding
lmo2_peak_62	chr1	132894063	132894242	+	61	NA	intron (NM_010732, intron 1 of 1)	intron (NM_010732, intron 1 of 1)	13797	NM_010732	16980	Mm.39640	NM_010732	ENSMUSG00000026443	Lrrn2	5730406J09Rik|NLRR-2	leucine rich repeat protein 2, neuronal	protein-coding
lmo2_peak_36	chr1	82003030	82003192	+	61	NA	Intergenic	Intergenic	-128805	NR_105762	102466629		NR_105762	ENSMUSG00000098797	Mir6344	Gm27840|mmu-mir-6344	microRNA 6344	ncRNA
lmo2_peak_771	chr17	50528581	50528739	+	61	NA	intron (NM_013880, intron 1 of 5)	MTEa|LTR|ERVL-MaLR	19113	NM_013880	224860	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding
lmo2_peak_254	chr11	60486489	60486632	+	61	NA	intron (NM_182698, intron 6 of 62)	intron (NM_182698, intron 6 of 62)	17221	NM_001103171	17910	Mm.89960	NM_010862	ENSMUSG00000042678	Myo15	Myo15a|sh-2|sh2	myosin XV	protein-coding
lmo2_peak_104	chr1	191896992	191897160	+	61	NA	non-coding (NR_030669, exon 5 of 5)	non-coding (NR_030669, exon 5 of 5)	-9705	NM_009579	22782	Mm.9024	NM_009579	ENSMUSG00000037434	Slc30a1	AI839647|C130040I11Rik|Znt1	solute carrier family 30 (zinc transporter), member 1	protein-coding
lmo2_peak_944	chr2	38531089	38531274	+	61	NA	intron (NM_001159631, intron 1 of 9)	intron (NM_001159631, intron 1 of 9)	19305	NM_001159631	59126	Mm.143818	NM_021606	ENSMUSG00000026749	Nek6	1300007C09Rik	NIMA (never in mitosis gene a)-related expressed kinase 6	protein-coding
lmo2_peak_1483	chr6	137548757	137548915	+	61	NA	intron (NM_001271588, intron 1 of 20)	intron (NM_001271588, intron 1 of 20)	22173	NM_001271595	13860	Mm.235346	NM_007945	ENSMUSG00000015766	Eps8	AW261790	epidermal growth factor receptor pathway substrate 8	protein-coding
lmo2_peak_178	chr10	95264847	95265212	+	61	NA	intron (NM_001330175, intron 2 of 2)	intron (NM_001330175, intron 2 of 2)	58680	NM_001330138	12905	Mm.473739	NM_009950	ENSMUSG00000045867	Cradd	RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain	protein-coding
lmo2_peak_932	chr2	28292838	28293088	+	61	NA	Intergenic	RLTR1D|LTR|ERV1	87274	NM_001038612	56177	Mm.43278	NM_019498	ENSMUSG00000026833	Olfm1	AMY|AW742568|Noe1|OlfA|Pancortin|Pancortin3	olfactomedin 1	protein-coding
lmo2_peak_772	chr17	51258342	51258503	+	61	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-19566	NR_037253	100526485		NR_037253	ENSMUSG00000105330	Mir669a-6	mmu-mir-669a-6	microRNA 669a-6	ncRNA
lmo2_peak_510	chr14	12657437	12657599	+	61	NA	intron (NM_001359921, intron 3 of 29)	MIR|SINE|MIR	165561	NM_001042617	27062	Mm.260881	NM_012061	ENSMUSG00000054423	Cadps	AU067781|CAPS|CAPS1|mKIAA1121	Ca2+-dependent secretion activator	protein-coding
lmo2_peak_1178	chr4	53121156	53121323	+	61	NA	intron (NM_013454, intron 5 of 49)	intron (NM_013454, intron 5 of 49)	38656	NM_013454	11303	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
lmo2_peak_1126	chr3	116865249	116865418	+	61	NA	intron (NM_009146, intron 1 of 16)	MTB_Mm|LTR|ERVL-MaLR	3653	NM_009146	20321	Mm.66293	NM_009146	ENSMUSG00000033386	Frrs1	AI131732|Sdfr2	ferric-chelate reductase 1	protein-coding
lmo2_peak_1535	chr7	101070569	101070712	+	61	NA	Intergenic	B1F|SINE|Alu	-38135	NM_001146010	207278	Mm.263041	NM_199012	ENSMUSG00000030691	Fchsd2	BC034086|NWK1|R74866|Sh3md3|mKIAA0769	FCH and double SH3 domains 2	protein-coding
lmo2_peak_249	chr11	57445351	57445536	+	61	NA	Intergenic	Intergenic	73201	NM_001168668	67726	Mm.25632	NM_026342	ENSMUSG00000020523	Fam114a2	1810073G14Rik|9030624B09Rik	family with sequence similarity 114, member A2	protein-coding
lmo2_peak_253	chr11	60367369	60367512	+	61	NA	intron (NM_029044, intron 5 of 13)	intron (NM_029044, intron 5 of 13)	14060	NM_029044	74665	Mm.133570	NM_029044	ENSMUSG00000056598	Drc3	4930449E07Rik|Lrrc48|m6Bei	dynein regulatory complex subunit 3	protein-coding
lmo2_peak_20	chr1	69496056	69496248	+	61	NA	Intergenic	Intergenic	189808	NM_011770	22779	Mm.106343	NM_011770	ENSMUSG00000025997	Ikzf2	A730095J18Rik|Helios|Zfpn1a2|Znfn1a2	IKAROS family zinc finger 2	protein-coding
lmo2_peak_744	chr17	15205866	15206038	+	61	NA	Intergenic	Intergenic	34831	NR_046164	328747	Mm.256835	NR_046164	ENSMUSG00000097624	Gm5091	C330048F19	predicted gene 5091	ncRNA
lmo2_peak_1138	chr3	138898691	138898859	+	61	NA	intron (NR_121195, intron 7 of 7)	intron (NR_121195, intron 7 of 7)	156567	NR_121195	56224	Mm.31927	NM_019571	ENSMUSG00000028152	Tspan5	2810455A09Rik|4930505M03Rik|NET-4|Tm4sf9	tetraspanin 5	protein-coding
lmo2_peak_1406	chr6	35321187	35321337	+	61	NA	intron (NM_173375, intron 1 of 2)	intron (NM_173375, intron 1 of 2)	4879	NM_173375	208164	Mm.257766	NM_173375	ENSMUSG00000047420	Fam180a	B230314O19	family with sequence similarity 180, member A	protein-coding
lmo2_peak_1710	chr8	120336116	120336341	+	61	NA	Intergenic	Intergenic	-107998	NR_110496	434353	Mm.411793	NR_110496	ENSMUSG00000097960	A330074K22Rik	-	RIKEN cDNA A330074K22 gene	ncRNA
lmo2_peak_836	chr18	66427342	66427594	+	61	NA	Intergenic	Intergenic	-31136	NM_021451	58801	Mm.271878	NM_021451	ENSMUSG00000024521	Pmaip1	Noxa	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
lmo2_peak_1340	chr5	114591156	114591336	+	61	NA	intron (NM_001004180, intron 1 of 2)	intron (NM_001004180, intron 1 of 2)	22995	NM_001004180	433940	Mm.194212	NM_001004180	ENSMUSG00000041930	Fam222a	-	family with sequence similarity 222, member A	protein-coding
lmo2_peak_574	chr15	7011475	7011639	+	61	NA	Intergenic	Intergenic	-118015	NM_001358593	16880	Mm.149720	NM_013584	ENSMUSG00000054263	Lifr	A230075M04Rik|AW061234|LIF	LIF receptor alpha	protein-coding
lmo2_peak_714	chr16	93217653	93217825	+	61	NA	Intergenic	Intergenic	135450	NR_040486	69857	Mm.81192	NR_040486	ENSMUSG00000100277	1810053B23Rik	1810008L18Rik|1810056K14Rik	RIKEN cDNA 1810053B23 gene	ncRNA
lmo2_peak_231	chr11	42765369	42765524	+	61	NA	Intergenic	Intergenic	344245	NM_001347314	14401	Mm.338723	NM_008070	ENSMUSG00000007653	Gabrb2	AI834970|C030002O17Rik|C030021G16Rik|Gabrab2|Gabrb-2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2	protein-coding
lmo2_peak_1315	chr5	64577563	64577804	+	61	NA	Intergenic	Intergenic	33016	NR_045078	100042198	Mm.25191	NR_045078	ENSMUSG00000105402	Gm3716	Gm1683	predicted gene 3716	ncRNA
lmo2_peak_746	chr17	26008821	26009017	+	61	NA	intron (NM_001162868, intron 5 of 13)	intron (NM_001162868, intron 5 of 13)	12941	NM_153140	215445	Mm.41191	NM_153140	ENSMUSG00000037098	Rab11fip3	Cart1|D030060O14Rik|Rab11-FIP3|mKIAA0665	RAB11 family interacting protein 3 (class II)	protein-coding
lmo2_peak_124	chr10	28640635	28640803	+	61	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	-27641	NM_001305663	210757	Mm.123021	NM_178666	ENSMUSG00000049109	Themis	E430004N04Rik|Gasp|Spot|Tsepa|thylex	thymocyte selection associated	protein-coding
lmo2_peak_553	chr14	68923125	68923362	+	61	NA	Intergenic	Intergenic	-106046	NM_009285	20855	Mm.20911	NM_009285	ENSMUSG00000014813	Stc1	Stc	stanniocalcin 1	protein-coding
lmo2_peak_674	chr16	32537326	32537480	+	61	NA	Intergenic	RLTR1D|LTR|ERV1	41122	NM_199309	245308	Mm.76859	NM_199309	ENSMUSG00000052363	Zdhhc19	Gm1744|Gm616	zinc finger, DHHC domain containing 19	protein-coding
lmo2_peak_1816	chr9	67116075	67116224	+	61	NA	Intergenic	Intergenic	13849	NR_153957	102632690	Mm.387246	NR_153957		Gm10646	-	predicted gene 10646	ncRNA
lmo2_peak_43	chr1	89522489	89522648	+	61	NA	intron (NM_001037136, intron 1 of 16)	RMER15|LTR|ERVL	67757	NM_001037136	347722	Mm.291135	NM_178119	ENSMUSG00000055013	Agap1	Centg2|Ggap1|R75364|mKIAA1099	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	protein-coding
lmo2_peak_1836	chr9	87015412	87015571	+	61	NA	promoter-TSS (NM_001037907)	promoter-TSS (NM_001037907)	-46	NM_001037907	382089	Mm.92244	NM_001037907	ENSMUSG00000047897	Ripply2	C030002E08Rik|Gm1122	ripply transcriptional repressor 2	protein-coding
lmo2_peak_73	chr1	156071036	156071303	+	59	NA	Intergenic	Intergenic	30308	NM_001160181	240832	Mm.253335	NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|AA103493|AW060462|AW610675|C77739|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
lmo2_peak_1098	chr3	79983993	79984250	+	59	NA	Intergenic	Intergenic	98191	NM_133187	68659	Mm.427274	NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|AV011458|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding
lmo2_peak_1587	chr8	8498778	8499008	+	59	NA	Intergenic	Intergenic	162349	NM_001368299	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
lmo2_peak_1661	chr8	79350348	79350536	+	59	NA	intron (NM_008539, intron 4 of 6)	intron (NM_008539, intron 4 of 6)	48986	NM_008539	17125	Mm.223717	NM_008539	ENSMUSG00000031681	Smad1	AI528653|Mad1|Madh1|Madr1|Mlp1|MusMLP|dwf-A|mMad1	SMAD family member 1	protein-coding
lmo2_peak_1223	chr4	117928662	117928925	+	59	NA	intron (NM_001284192, intron 2 of 4)	intron (NM_001284192, intron 2 of 4)	970	NM_001284191	11876	Mm.56897	NM_009711	ENSMUSG00000028539	Artn	neublastin	artemin	protein-coding
lmo2_peak_1807	chr9	64050565	64050805	+	59	NA	intron (NR_040713, intron 1 of 2)	intron (NR_040713, intron 1 of 2)	856	NR_040713	68697	Mm.491042	NR_040713	ENSMUSG00000097036	1110036E04Rik	-	RIKEN cDNA 1110036E04 gene	ncRNA
lmo2_peak_1799	chr9	61315340	61315483	+	58	NA	Intergenic	Intergenic	-21602	NR_045334	622037	Mm.126243	NR_045334	ENSMUSG00000111658	B930092H01Rik	-	RIKEN cDNA B930092H01 gene	ncRNA
lmo2_peak_1149	chr3	154040178	154040356	+	58	NA	intron (NM_001081263, intron 1 of 21)	RLTR1D|LTR|ERV1	66831	NM_001081263	242259	Mm.239962	NM_001081263	ENSMUSG00000028360	Slc44a5	AA117069|Gm422	solute carrier family 44, member 5	protein-coding
lmo2_peak_1640	chr8	47363299	47363486	+	58	NA	Intergenic	Intergenic	-11044	NM_175162	71069	Mm.23973	NM_175162	ENSMUSG00000038143	Stox2	4933409N07Rik|AI449080|AI835114|mKIAA1392	storkhead box 2	protein-coding
lmo2_peak_1700	chr8	115416269	115416497	+	57	NA	Intergenic	Intergenic	290511	NM_001025577	17132	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding
lmo2_peak_1502	chr7	46530043	46530253	+	56	NA	intron (NM_013789, intron 9 of 10)	intron (NM_013789, intron 9 of 10)	109659	NM_013789	27414	Mm.76659	NM_013789	ENSMUSG00000030839	Sergef	DelGEF|Gef|Gnef|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding
lmo2_peak_1913	chrX	139982219	139982362	+	56	NA	intron (NM_153586, intron 4 of 6)	intron (NM_153586, intron 4 of 6)	16305	NM_001172148	237073	Mm.256670	NM_153586	ENSMUSG00000031433	Rbm41	BB131279|D330023I21Rik	RNA binding motif protein 41	protein-coding
lmo2_peak_1718	chr8	121316110	121316269	+	55	NA	Intergenic	Intergenic	188504	NM_008024	14241	Mm.5111	NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding
lmo2_peak_238	chr11	50251791	50251982	+	54	NA	Intergenic	Intergenic	-13354	NM_001313968	17001	Mm.245151	NM_008521	ENSMUSG00000020377	Ltc4s	-	leukotriene C4 synthase	protein-coding
lmo2_peak_410	chr13	13538667	13538822	+	54	NA	Intergenic	Intergenic	-51665	NM_010748	17101	Mm.342337	NM_010748	ENSMUSG00000019726	Lyst	D13Sfk13|beige|bg	lysosomal trafficking regulator	protein-coding
lmo2_peak_1290	chr5	24927986	24928166	+	54	NA	intron (NM_145401, intron 4 of 15)	intron (NM_145401, intron 4 of 15)	-19567	NM_001170555	108099	Mm.33649	NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|AI854673|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding
lmo2_peak_156	chr10	77531438	77531581	+	54	NA	intron (NR_157228, intron 1 of 13)	intron (NR_157228, intron 1 of 13)	1139	NR_157229	16414	Mm.1137	NM_008404	ENSMUSG00000000290	Itgb2	2E6|AI528527|Cd18|LAD|LCAMB|Lfa1|MF17	integrin beta 2	protein-coding
lmo2_peak_160	chr10	79983745	79983888	+	54	NA	intron (NM_001003949, intron 1 of 10)	intron (NM_001003949, intron 1 of 10)	444	NM_001003949	216157	Mm.29442	NM_001003949	ENSMUSG00000013858	Tmem259	AC087114.7gm2|ORF61|R32184_3|mFLJ00277	transmembrane protein 259	protein-coding
